Area,Item,Element,Year,Value
Brazil,Wheat,Burning crop residues (Emissions CH4),1994,1.4568
Brazil,Wheat,Burning crop residues (Emissions CH4),1995,1.0743
Brazil,Wheat,Burning crop residues (Emissions CH4),1996,1.9397
Brazil,Wheat,Burning crop residues (Emissions CH4),1997,1.6433
Brazil,Wheat,Burning crop residues (Emissions CH4),1998,1.5216
Brazil,Wheat,Burning crop residues (Emissions CH4),1999,1.3497
Brazil,Wheat,Burning crop residues (Emissions CH4),2000,1.2298
Brazil,Wheat,Burning crop residues (Emissions CH4),2001,1.8657
Brazil,Wheat,Burning crop residues (Emissions CH4),2002,2.2733
Brazil,Wheat,Burning crop residues (Emissions CH4),2003,2.765
Brazil,Wheat,Burning crop residues (Emissions CH4),2004,3.0318
Brazil,Wheat,Burning crop residues (Emissions CH4),2005,2.5496
Brazil,Wheat,Burning crop residues (Emissions CH4),2006,1.685
Brazil,Wheat,Burning crop residues (Emissions CH4),2007,2.0015
Brazil,Wheat,Burning crop residues (Emissions CH4),2008,2.553
Brazil,Wheat,Burning crop residues (Emissions CH4),2009,2.6247
Brazil,Wheat,Burning crop residues (Emissions CH4),2010,2.3561
Brazil,Wheat,Burning crop residues (Emissions CH4),2011,2.31
Brazil,Wheat,Burning crop residues (Emissions CH4),2012,2.0657
Brazil,Wheat,Burning crop residues (Emissions CH4),2013,2.2544
Brazil,Wheat,Burning crop residues (Emissions CH4),2014,3.0617
Brazil,Wheat,Burning crop residues (Emissions CH4),2015,2.6704
Brazil,Wheat,Burning crop residues (Emissions CH4),2016,2.3395
Brazil,Wheat,Burning crop residues (Emissions CH4),2017,2.0581
Brazil,Wheat,Burning crop residues (Emissions CH4),2018,2.2466
Brazil,Wheat,Burning crop residues (Emissions CH4),2019,2.2719
Brazil,Wheat,Burning crop residues (Emissions CH4),2020,2.6272
Brazil,Wheat,Burning crop residues (Emissions CH4),2021,2.9729
Brazil,Wheat,Burning crop residues (Emissions CH4),2022,3.4205
Brazil,Wheat,Burning crop residues (Emissions CH4),2030,2.9885
Brazil,Wheat,Burning crop residues (Emissions CH4),2050,3.2959
India,Sugar cane,Crop residues (Emissions N2O),1961,
India,Sugar cane,Crop residues (Emissions N2O),1962,
India,Sugar cane,Crop residues (Emissions N2O),1963,
India,Sugar cane,Crop residues (Emissions N2O),1964,
India,Sugar cane,Crop residues (Emissions N2O),1965,
India,Sugar cane,Crop residues (Emissions N2O),1966,
India,Sugar cane,Crop residues (Emissions N2O),1967,
India,Sugar cane,Crop residues (Emissions N2O),1968,
India,Sugar cane,Crop residues (Emissions N2O),1969,
India,Sugar cane,Crop residues (Emissions N2O),1970,
India,Sugar cane,Crop residues (Emissions N2O),1971,
India,Sugar cane,Crop residues (Emissions N2O),1972,
India,Sugar cane,Crop residues (Emissions N2O),1973,
India,Sugar cane,Crop residues (Emissions N2O),1974,
India,Sugar cane,Crop residues (Emissions N2O),1975,
India,Sugar cane,Crop residues (Emissions N2O),1976,
India,Sugar cane,Crop residues (Emissions N2O),1977,
India,Sugar cane,Crop residues (Emissions N2O),1978,
India,Sugar cane,Crop residues (Emissions N2O),1979,
India,Sugar cane,Crop residues (Emissions N2O),1980,
India,Sugar cane,Crop residues (Emissions N2O),1981,
India,Sugar cane,Crop residues (Emissions N2O),1982,
India,Sugar cane,Crop residues (Emissions N2O),1983,
India,Sugar cane,Crop residues (Emissions N2O),1984,
India,Sugar cane,Crop residues (Emissions N2O),1985,
India,Sugar cane,Crop residues (Emissions N2O),1986,
India,Sugar cane,Crop residues (Emissions N2O),1987,
India,Sugar cane,Crop residues (Emissions N2O),1988,
India,Sugar cane,Crop residues (Emissions N2O),1989,
India,Sugar cane,Crop residues (Emissions N2O),1990,
India,Sugar cane,Crop residues (Emissions N2O),1991,
India,Sugar cane,Crop residues (Emissions N2O),1992,
India,Sugar cane,Crop residues (Emissions N2O),1993,
India,Sugar cane,Crop residues (Emissions N2O),1994,
India,Sugar cane,Crop residues (Emissions N2O),1995,
India,Sugar cane,Crop residues (Emissions N2O),1996,
India,Sugar cane,Crop residues (Emissions N2O),1997,
India,Sugar cane,Crop residues (Emissions N2O),1998,
India,Sugar cane,Crop residues (Emissions N2O),1999,
India,Sugar cane,Crop residues (Emissions N2O),2000,
India,Sugar cane,Crop residues (Emissions N2O),2001,
India,Sugar cane,Crop residues (Emissions N2O),2002,
India,Sugar cane,Crop residues (Emissions N2O),2003,
India,Sugar cane,Crop residues (Emissions N2O),2004,
India,Sugar cane,Crop residues (Emissions N2O),2005,
India,Sugar cane,Crop residues (Emissions N2O),2006,
India,Sugar cane,Crop residues (Emissions N2O),2007,
India,Sugar cane,Crop residues (Emissions N2O),2008,
India,Sugar cane,Crop residues (Emissions N2O),2009,
India,Sugar cane,Crop residues (Emissions N2O),2010,
India,Sugar cane,Crop residues (Emissions N2O),2011,
India,Sugar cane,Crop residues (Emissions N2O),2012,
India,Sugar cane,Crop residues (Emissions N2O),2013,
India,Sugar cane,Crop residues (Emissions N2O),2014,
India,Sugar cane,Crop residues (Emissions N2O),2015,
India,Sugar cane,Crop residues (Emissions N2O),2016,
India,Sugar cane,Crop residues (Emissions N2O),2017,
India,Sugar cane,Crop residues (Emissions N2O),2018,
India,Sugar cane,Crop residues (Emissions N2O),2019,
India,Sugar cane,Crop residues (Emissions N2O),2020,
India,Sugar cane,Crop residues (Emissions N2O),2021,
India,Sugar cane,Crop residues (Emissions N2O),2022,
India,Sugar cane,Crop residues (Emissions N2O),2030,
India,Sugar cane,Crop residues (Emissions N2O),2050,
India,Sugar cane,Burning crop residues (Emissions N2O),1961,0.1098
India,Sugar cane,Burning crop residues (Emissions N2O),1962,0.1117
India,Sugar cane,Burning crop residues (Emissions N2O),1963,0.102
India,Sugar cane,Burning crop residues (Emissions N2O),1964,0.1023
India,Sugar cane,Burning crop residues (Emissions N2O),1965,0.1184
India,Sugar cane,Burning crop residues (Emissions N2O),1966,0.129
India,Sugar cane,Burning crop residues (Emissions N2O),1967,0.1047
India,Sugar cane,Burning crop residues (Emissions N2O),1968,0.0931
India,Sugar cane,Burning crop residues (Emissions N2O),1969,0.1152
India,Sugar cane,Burning crop residues (Emissions N2O),1970,0.125
India,Sugar cane,Burning crop residues (Emissions N2O),1971,0.119
India,Sugar cane,Burning crop residues (Emissions N2O),1972,0.1088
India,Sugar cane,Burning crop residues (Emissions N2O),1973,0.1115
India,Sugar cane,Burning crop residues (Emissions N2O),1974,0.1252
India,Sugar cane,Burning crop residues (Emissions N2O),1975,0.1317
India,Sugar cane,Burning crop residues (Emissions N2O),1976,0.1257
India,Sugar cane,Burning crop residues (Emissions N2O),1977,0.1304
India,Sugar cane,Burning crop residues (Emissions N2O),1978,0.1434
India,Sugar cane,Burning crop residues (Emissions N2O),1979,0.1405
India,Sugar cane,Burning crop residues (Emissions N2O),1980,0.1188
India,Sugar cane,Burning crop residues (Emissions N2O),1981,0.1213
India,Sugar cane,Burning crop residues (Emissions N2O),1982,0.1453
India,Sugar cane,Burning crop residues (Emissions N2O),1983,0.1528
India,Sugar cane,Burning crop residues (Emissions N2O),1984,0.1415
India,Sugar cane,Burning crop residues (Emissions N2O),1985,0.1344
India,Sugar cane,Burning crop residues (Emissions N2O),1986,0.1302
India,Sugar cane,Burning crop residues (Emissions N2O),1987,0.1401
India,Sugar cane,Burning crop residues (Emissions N2O),1988,0.1492
India,Sugar cane,Burning crop residues (Emissions N2O),1989,0.1515
India,Sugar cane,Burning crop residues (Emissions N2O),1990,0.1565
India,Sugar cane,Burning crop residues (Emissions N2O),1991,0.1677
India,Sugar cane,Burning crop residues (Emissions N2O),1992,0.1747
India,Sugar cane,Burning crop residues (Emissions N2O),1993,0.1624
India,Sugar cane,Burning crop residues (Emissions N2O),1994,0.1556
India,Sugar cane,Burning crop residues (Emissions N2O),1995,0.1761
India,Sugar cane,Burning crop residues (Emissions N2O),1996,0.1888
India,Sugar cane,Burning crop residues (Emissions N2O),1997,0.1899
India,Sugar cane,Burning crop residues (Emissions N2O),1998,0.1788
India,Sugar cane,Burning crop residues (Emissions N2O),1999,0.1845
India,Sugar cane,Burning crop residues (Emissions N2O),2000,0.192
India,Sugar cane,Burning crop residues (Emissions N2O),2001,0.1964
India,Sugar cane,Burning crop residues (Emissions N2O),2002,0.2007
India,Sugar cane,Burning crop residues (Emissions N2O),2003,0.2057
India,Sugar cane,Burning crop residues (Emissions N2O),2004,0.1792
India,Sugar cane,Burning crop residues (Emissions N2O),2005,0.1666
India,Sugar cane,Burning crop residues (Emissions N2O),2006,0.1912
India,Sugar cane,Burning crop residues (Emissions N2O),2007,0.2343
India,Sugar cane,Burning crop residues (Emissions N2O),2008,0.23
India,Sugar cane,Burning crop residues (Emissions N2O),2009,0.2009
India,Sugar cane,Burning crop residues (Emissions N2O),2010,0.1899
India,Sugar cane,Burning crop residues (Emissions N2O),2011,0.225
India,Sugar cane,Burning crop residues (Emissions N2O),2012,0.2293
India,Sugar cane,Burning crop residues (Emissions N2O),2013,0.2275
India,Sugar cane,Burning crop residues (Emissions N2O),2014,0.227
India,Sugar cane,Burning crop residues (Emissions N2O),2015,0.2307
India,Sugar cane,Burning crop residues (Emissions N2O),2016,0.2252
India,Sugar cane,Burning crop residues (Emissions N2O),2017,0.2018
India,Sugar cane,Burning crop residues (Emissions N2O),2018,0.2155
India,Sugar cane,Burning crop residues (Emissions N2O),2019,0.2303
India,Sugar cane,Burning crop residues (Emissions N2O),2020,0.2094
India,Sugar cane,Burning crop residues (Emissions N2O),2021,0.2207
India,Sugar cane,Burning crop residues (Emissions N2O),2022,0.2355
India,Sugar cane,Burning crop residues (Emissions N2O),2030,0.221
India,Sugar cane,Burning crop residues (Emissions N2O),2050,0.243
India,Sugar cane,Burning crop residues (Emissions CH4),1961,4.2348
India,Sugar cane,Burning crop residues (Emissions CH4),1962,4.3103
India,Sugar cane,Burning crop residues (Emissions CH4),1963,3.9347
India,Sugar cane,Burning crop residues (Emissions CH4),1964,3.947
India,Sugar cane,Burning crop residues (Emissions CH4),1965,4.5681
India,Sugar cane,Burning crop residues (Emissions CH4),1966,4.9772
India,Sugar cane,Burning crop residues (Emissions CH4),1967,4.0383
India,Sugar cane,Burning crop residues (Emissions CH4),1968,3.5925
India,Sugar cane,Burning crop residues (Emissions CH4),1969,4.444
India,Sugar cane,Burning crop residues (Emissions CH4),1970,4.8227
India,Sugar cane,Burning crop residues (Emissions CH4),1971,4.5893
India,Sugar cane,Burning crop residues (Emissions CH4),1972,4.1952
India,Sugar cane,Burning crop residues (Emissions CH4),1973,4.3026
India,Sugar cane,Burning crop residues (Emissions CH4),1974,4.8299
India,Sugar cane,Burning crop residues (Emissions CH4),1975,5.0793
India,Sugar cane,Burning crop residues (Emissions CH4),1976,4.8477
India,Sugar cane,Burning crop residues (Emissions CH4),1977,5.0302
India,Sugar cane,Burning crop residues (Emissions CH4),1978,5.5302
India,Sugar cane,Burning crop residues (Emissions CH4),1979,5.4191
India,Sugar cane,Burning crop residues (Emissions CH4),1980,4.5809
India,Sugar cane,Burning crop residues (Emissions CH4),1981,4.6799
India,Sugar cane,Burning crop residues (Emissions CH4),1982,5.6042
India,Sugar cane,Burning crop residues (Emissions CH4),1983,5.8926
India,Sugar cane,Burning crop residues (Emissions CH4),1984,5.4575
India,Sugar cane,Burning crop residues (Emissions CH4),1985,5.1829
India,Sugar cane,Burning crop residues (Emissions CH4),1986,5.0228
India,Sugar cane,Burning crop residues (Emissions CH4),1987,5.4031
India,Sugar cane,Burning crop residues (Emissions CH4),1988,5.7539
India,Sugar cane,Burning crop residues (Emissions CH4),1989,5.8422
India,Sugar cane,Burning crop residues (Emissions CH4),1990,6.0354
India,Sugar cane,Burning crop residues (Emissions CH4),1991,6.4689
India,Sugar cane,Burning crop residues (Emissions CH4),1992,6.7392
India,Sugar cane,Burning crop residues (Emissions CH4),1993,6.2653
India,Sugar cane,Burning crop residues (Emissions CH4),1994,6.0021
India,Sugar cane,Burning crop residues (Emissions CH4),1995,6.7919
India,Sugar cane,Burning crop residues (Emissions CH4),1996,7.2832
India,Sugar cane,Burning crop residues (Emissions CH4),1997,7.3255
India,Sugar cane,Burning crop residues (Emissions CH4),1998,6.8968
India,Sugar cane,Burning crop residues (Emissions CH4),1999,7.1163
India,Sugar cane,Burning crop residues (Emissions CH4),2000,7.4056
India,Sugar cane,Burning crop residues (Emissions CH4),2001,7.5741
India,Sugar cane,Burning crop residues (Emissions CH4),2002,7.7424
India,Sugar cane,Burning crop residues (Emissions CH4),2003,7.9331
India,Sugar cane,Burning crop residues (Emissions CH4),2004,6.9119
India,Sugar cane,Burning crop residues (Emissions CH4),2005,6.4259
India,Sugar cane,Burning crop residues (Emissions CH4),2006,7.3729
India,Sugar cane,Burning crop residues (Emissions CH4),2007,9.0382
India,Sugar cane,Burning crop residues (Emissions CH4),2008,8.8719
India,Sugar cane,Burning crop residues (Emissions CH4),2009,7.749
India,Sugar cane,Burning crop residues (Emissions CH4),2010,7.3264
India,Sugar cane,Burning crop residues (Emissions CH4),2011,8.6774
India,Sugar cane,Burning crop residues (Emissions CH4),2012,8.8452
India,Sugar cane,Burning crop residues (Emissions CH4),2013,8.775
India,Sugar cane,Burning crop residues (Emissions CH4),2014,8.7575
India,Sugar cane,Burning crop residues (Emissions CH4),2015,8.8979
India,Sugar cane,Burning crop residues (Emissions CH4),2016,8.6873
India,Sugar cane,Burning crop residues (Emissions CH4),2017,7.7846
India,Sugar cane,Burning crop residues (Emissions CH4),2018,8.3135
India,Sugar cane,Burning crop residues (Emissions CH4),2019,8.8822
India,Sugar cane,Burning crop residues (Emissions CH4),2020,8.0777
India,Sugar cane,Burning crop residues (Emissions CH4),2021,8.5139
India,Sugar cane,Burning crop residues (Emissions CH4),2022,9.0828
India,Sugar cane,Burning crop residues (Emissions CH4),2030,8.5247
India,Sugar cane,Burning crop residues (Emissions CH4),2050,9.3724
India,Potatoes,Crop residues (Emissions N2O),1961,0.2062
India,Potatoes,Crop residues (Emissions N2O),1962,0.1969
India,Potatoes,Crop residues (Emissions N2O),1963,0.2343
India,Potatoes,Crop residues (Emissions N2O),1964,0.2201
India,Potatoes,Crop residues (Emissions N2O),1965,0.2455
India,Potatoes,Crop residues (Emissions N2O),1966,0.2751
India,Potatoes,Crop residues (Emissions N2O),1967,0.262
India,Potatoes,Crop residues (Emissions N2O),1968,0.2873
India,Potatoes,Crop residues (Emissions N2O),1969,0.3063
India,Potatoes,Crop residues (Emissions N2O),1970,0.2789
India,Potatoes,Crop residues (Emissions N2O),1971,0.2905
India,Potatoes,Crop residues (Emissions N2O),1972,0.2949
India,Potatoes,Crop residues (Emissions N2O),1973,0.2929
India,Potatoes,Crop residues (Emissions N2O),1974,0.3167
India,Potatoes,Crop residues (Emissions N2O),1975,0.3612
India,Potatoes,Crop residues (Emissions N2O),1976,0.3965
India,Potatoes,Crop residues (Emissions N2O),1977,0.3927
India,Potatoes,Crop residues (Emissions N2O),1978,0.4301
India,Potatoes,Crop residues (Emissions N2O),1979,0.5269
India,Potatoes,Crop residues (Emissions N2O),1980,0.442
India,Potatoes,Crop residues (Emissions N2O),1981,0.4872
India,Potatoes,Crop residues (Emissions N2O),1982,0.5044
India,Potatoes,Crop residues (Emissions N2O),1983,0.494
India,Potatoes,Crop residues (Emissions N2O),1984,0.5608
India,Potatoes,Crop residues (Emissions N2O),1985,0.5914
India,Potatoes,Crop residues (Emissions N2O),1986,0.5472
India,Potatoes,Crop residues (Emissions N2O),1987,0.5875
India,Potatoes,Crop residues (Emissions N2O),1988,0.6348
India,Potatoes,Crop residues (Emissions N2O),1989,0.67
India,Potatoes,Crop residues (Emissions N2O),1990,0.6713
India,Potatoes,Crop residues (Emissions N2O),1991,0.6779
India,Potatoes,Crop residues (Emissions N2O),1992,0.8176
India,Potatoes,Crop residues (Emissions N2O),1993,0.866
India,Potatoes,Crop residues (Emissions N2O),1994,0.766
India,Potatoes,Crop residues (Emissions N2O),1995,0.7753
India,Potatoes,Crop residues (Emissions N2O),1996,0.8195
India,Potatoes,Crop residues (Emissions N2O),1997,0.9809
India,Potatoes,Crop residues (Emissions N2O),1998,0.8372
India,Potatoes,Crop residues (Emissions N2O),1999,0.9604
India,Potatoes,Crop residues (Emissions N2O),2000,1.0338
India,Potatoes,Crop residues (Emissions N2O),2001,0.9273
India,Potatoes,Crop residues (Emissions N2O),2002,0.99
India,Potatoes,Crop residues (Emissions N2O),2003,0.9966
India,Potatoes,Crop residues (Emissions N2O),2004,1.1495
India,Potatoes,Crop residues (Emissions N2O),2005,1.1822
India,Potatoes,Crop residues (Emissions N2O),2006,1.2083
India,Potatoes,Crop residues (Emissions N2O),2007,1.2681
India,Potatoes,Crop residues (Emissions N2O),2008,1.4075
India,Potatoes,Crop residues (Emissions N2O),2009,1.4155
India,Potatoes,Crop residues (Emissions N2O),2010,1.4608
India,Potatoes,Crop residues (Emissions N2O),2011,1.584
India,Potatoes,Crop residues (Emissions N2O),2012,1.5853
India,Potatoes,Crop residues (Emissions N2O),2013,1.6951
India,Potatoes,Crop residues (Emissions N2O),2014,1.7285
India,Potatoes,Crop residues (Emissions N2O),2015,1.7811
India,Potatoes,Crop residues (Emissions N2O),2016,1.7088
India,Potatoes,Crop residues (Emissions N2O),2017,1.8348
India,Potatoes,Crop residues (Emissions N2O),2018,1.8722
India,Potatoes,Crop residues (Emissions N2O),2019,1.8631
India,Potatoes,Crop residues (Emissions N2O),2020,1.7816
India,Potatoes,Crop residues (Emissions N2O),2021,1.9722
India,Potatoes,Crop residues (Emissions N2O),2022,2.001
India,Potatoes,Crop residues (Emissions N2O),2030,1.8024
India,Potatoes,Crop residues (Emissions N2O),2050,2.1541
India,Wheat,Crop residues (Emissions N2O),1961,3.4437
India,Wheat,Crop residues (Emissions N2O),1962,3.7342
India,Wheat,Crop residues (Emissions N2O),1963,3.443
India,Wheat,Crop residues (Emissions N2O),1964,3.2279
India,Wheat,Crop residues (Emissions N2O),1965,3.765
India,Wheat,Crop residues (Emissions N2O),1966,3.2813
India,Wheat,Crop residues (Emissions N2O),1967,3.5264
India,Wheat,Crop residues (Emissions N2O),1968,4.8492
India,Wheat,Crop residues (Emissions N2O),1969,5.3973
India,Wheat,Crop residues (Emissions N2O),1970,5.7724
India,Wheat,Crop residues (Emissions N2O),1971,6.7368
India,Wheat,Crop residues (Emissions N2O),1972,7.3853
India,Wheat,Crop residues (Emissions N2O),1973,7.0312
India,Wheat,Crop residues (Emissions N2O),1974,6.2981
India,Wheat,Crop residues (Emissions N2O),1975,6.7811
India,Wheat,Crop residues (Emissions N2O),1976,8.0331
India,Wheat,Crop residues (Emissions N2O),1977,8.1048
India,Wheat,Crop residues (Emissions N2O),1978,8.7632
India,Wheat,Crop residues (Emissions N2O),1979,9.6998
India,Wheat,Crop residues (Emissions N2O),1980,8.8344
India,Wheat,Crop residues (Emissions N2O),1981,9.8544
India,Wheat,Crop residues (Emissions N2O),1982,10.102
India,Wheat,Crop residues (Emissions N2O),1983,11.4136
India,Wheat,Crop residues (Emissions N2O),1984,12.1012
India,Wheat,Crop residues (Emissions N2O),1985,11.7013
India,Wheat,Crop residues (Emissions N2O),1986,12.3328
India,Wheat,Crop residues (Emissions N2O),1987,11.7267
India,Wheat,Crop residues (Emissions N2O),1988,12.1382
India,Wheat,Crop residues (Emissions N2O),1989,14.0089
India,Wheat,Crop residues (Emissions N2O),1990,13.0018
India,Wheat,Crop residues (Emissions N2O),1991,14.2445
India,Wheat,Crop residues (Emissions N2O),1992,14.3023
India,Wheat,Crop residues (Emissions N2O),1993,14.7446
India,Wheat,Crop residues (Emissions N2O),1994,15.3798
India,Wheat,Crop residues (Emissions N2O),1995,16.7588
India,Wheat,Crop residues (Emissions N2O),1996,15.8792
